Team,Opponent,Team_Score,Opponent_Score
ATLETICO MADRID,RACING SANTANDER,2.0,2.0
VALENCIA,SEVILLA,1.0,0.0
MURCIA,MALAGA,1.0,2.0
OSASUNA,ZARAGOZA,0.0,1.0
ALBACETE,ATHLETIC BILBAO,1.0,1.0
BETIS,VILLARREAL,1.0,3.0
DEPORTIVO LA CORUNA,ESPANYOL,2.0,1.0
MALLORCA,REAL MADRID,1.0,3.0
BARCELONA,CELTA VIGO,1.0,1.0
REAL MADRID,MURCIA,1.0,0.0
CELTA VIGO,DEPORTIVO LA CORUNA,0.0,5.0
ZARAGOZA,ATLETICO MADRID,0.0,0.0
MALAGA,REAL SOCIEDAD,1.0,2.0
ESPANYOL,MALLORCA,2.0,0.0
VALLADOLID,BETIS,0.0,0.0
ATHLETIC BILBAO,OSASUNA,1.0,1.0
SEVILLA,ALBACETE,2.0,0.0
RACING SANTANDER,BARCELONA,3.0,0.0
VALENCIA,VILLARREAL,4.0,2.0
ALBACETE,VALENCIA,0.0,1.0
MALLORCA,CELTA VIGO,2.0,4.0
REAL SOCIEDAD,REAL MADRID,1.0,0.0
VILLARREAL,VALLADOLID,3.0,1.0
OSASUNA,SEVILLA,1.0,1.0
DEPORTIVO LA CORUNA,RACING SANTANDER,1.0,1.0
MURCIA,ESPANYOL,0.0,1.0
BETIS,MALAGA,3.0,0.0
BARCELONA,ZARAGOZA,3.0,0.0
ATLETICO MADRID,ATHLETIC BILBAO,3.0,0.0
VALLADOLID,VALENCIA,0.0,0.0
MURCIA,CELTA VIGO,2.0,2.0
BARCELONA,ATHLETIC BILBAO,1.0,1.0
DEPORTIVO LA CORUNA,ZARAGOZA,4.0,1.0
REAL SOCIEDAD,ESPANYOL,3.0,1.0
OSASUNA,ALBACETE,1.0,1.0
VILLARREAL,MALAGA,2.0,0.0
MALLORCA,RACING SANTANDER,1.0,1.0
ATLETICO MADRID,SEVILLA,2.0,1.0
BETIS,REAL MADRID,1.0,1.0
REAL MADRID,VILLARREAL,2.0,1.0
ALBACETE,ATLETICO MADRID,1.0,1.0
RACING SANTANDER,MURCIA,3.0,2.0
CELTA VIGO,REAL SOCIEDAD,2.0,5.0
ESPANYOL,BETIS,1.0,2.0
MALAGA,VALLADOLID,2.0,3.0
VALENCIA,OSASUNA,0.0,1.0
ZARAGOZA,MALLORCA,1.0,3.0
SEVILLA,BARCELONA,0.0,1.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,1.0,0.0
MALAGA,VALENCIA,1.0,6.0
ATLETICO MADRID,OSASUNA,1.0,1.0
BETIS,CELTA VIGO,1.0,0.0
REAL SOCIEDAD,RACING SANTANDER,1.0,0.0
VALLADOLID,REAL MADRID,2.0,3.0
MALLORCA,ATHLETIC BILBAO,1.0,3.0
VILLARREAL,ESPANYOL,0.0,1.0
MURCIA,ZARAGOZA,1.0,0.0
BARCELONA,ALBACETE,5.0,0.0
DEPORTIVO LA CORUNA,SEVILLA,1.0,0.0
VALENCIA,ATLETICO MADRID,3.0,0.0
REAL MADRID,MALAGA,2.0,1.0
ATHLETIC BILBAO,MURCIA,2.0,1.0
CELTA VIGO,VILLARREAL,2.0,1.0
ESPANYOL,VALLADOLID,2.0,0.0
RACING SANTANDER,BETIS,1.0,2.0
SEVILLA,MALLORCA,3.0,0.0
ALBACETE,DEPORTIVO LA CORUNA,0.0,2.0
OSASUNA,BARCELONA,1.0,2.0
ZARAGOZA,REAL SOCIEDAD,2.0,1.0
MURCIA,SEVILLA,1.0,3.0
REAL SOCIEDAD,ATHLETIC BILBAO,1.0,1.0
DEPORTIVO LA CORUNA,OSASUNA,2.0,0.0
MALAGA,ESPANYOL,5.0,2.0
BETIS,ZARAGOZA,2.0,1.0
MALLORCA,ALBACETE,0.0,0.0
VILLARREAL,RACING SANTANDER,6.0,3.0
VALLADOLID,CELTA VIGO,0.0,2.0
BARCELONA,ATLETICO MADRID,3.0,1.0
REAL MADRID,VALENCIA,1.0,1.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,0.0,0.0
ESPANYOL,REAL MADRID,2.0,4.0
CELTA VIGO,MALAGA,0.0,2.0
SEVILLA,REAL SOCIEDAD,1.0,0.0
VALENCIA,BARCELONA,0.0,1.0
ZARAGOZA,VILLARREAL,4.0,1.0
RACING SANTANDER,VALLADOLID,1.0,0.0
OSASUNA,MALLORCA,1.0,1.0
ALBACETE,MURCIA,1.0,0.0
ATHLETIC BILBAO,BETIS,1.0,1.0
VALLADOLID,ZARAGOZA,1.0,2.0
BETIS,SEVILLA,1.0,1.0
ESPANYOL,VALENCIA,2.0,1.0
MALLORCA,ATLETICO MADRID,0.0,1.0
VILLARREAL,ATHLETIC BILBAO,0.0,1.0
MURCIA,OSASUNA,0.0,1.0
MALAGA,RACING SANTANDER,1.0,0.0
REAL SOCIEDAD,ALBACETE,0.0,1.0
REAL MADRID,CELTA VIGO,4.0,2.0
DEPORTIVO LA CORUNA,BARCELONA,2.0,3.0
CELTA VIGO,ESPANYOL,1.0,5.0
OSASUNA,REAL SOCIEDAD,1.0,1.0
RACING SANTANDER,REAL MADRID,1.0,1.0
VALENCIA,DEPORTIVO LA CORUNA,3.0,0.0
BARCELONA,MALLORCA,3.0,2.0
ATHLETIC BILBAO,VALLADOLID,1.0,4.0
ALBACETE,BETIS,1.0,0.0
ZARAGOZA,MALAGA,1.0,0.0
SEVILLA,VILLARREAL,2.0,0.0
ATLETICO MADRID,MURCIA,1.0,1.0
REAL MADRID,ZARAGOZA,1.0,1.0
REAL SOCIEDAD,ATLETICO MADRID,2.0,1.0
ESPANYOL,RACING SANTANDER,0.0,1.0
BETIS,OSASUNA,1.0,1.0
VILLARREAL,ALBACETE,2.0,1.0
VALLADOLID,SEVILLA,2.0,0.0
MALLORCA,DEPORTIVO LA CORUNA,4.0,2.0
MALAGA,ATHLETIC BILBAO,2.0,1.0
MURCIA,BARCELONA,0.0,2.0
CELTA VIGO,VALENCIA,0.0,2.0
ATHLETIC BILBAO,REAL MADRID,4.0,2.0
DEPORTIVO LA CORUNA,MURCIA,1.0,0.0
ATLETICO MADRID,BETIS,2.0,1.0
ALBACETE,VALLADOLID,2.0,0.0
ZARAGOZA,ESPANYOL,1.0,1.0
OSASUNA,VILLARREAL,2.0,1.0
SEVILLA,MALAGA,0.0,1.0
RACING SANTANDER,CELTA VIGO,4.0,4.0
VALENCIA,MALLORCA,5.0,1.0
BARCELONA,REAL SOCIEDAD,1.0,0.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,2.0
ESPANYOL,ATHLETIC BILBAO,2.0,1.0
RACING SANTANDER,VALENCIA,0.0,3.0
CELTA VIGO,ZARAGOZA,0.0,2.0
MALAGA,ALBACETE,1.0,1.0
VILLARREAL,ATLETICO MADRID,0.0,0.0
MURCIA,MALLORCA,2.0,0.0
VALLADOLID,OSASUNA,1.0,1.0
REAL MADRID,SEVILLA,5.0,1.0
SEVILLA,ESPANYOL,1.0,0.0
ALBACETE,REAL MADRID,1.0,2.0
BARCELONA,VILLARREAL,0.0,0.0
DEPORTIVO LA CORUNA,BETIS,2.0,2.0
ATHLETIC BILBAO,CELTA VIGO,0.0,0.0
MALLORCA,REAL SOCIEDAD,1.0,1.0
OSASUNA,MALAGA,1.0,1.0
ZARAGOZA,RACING SANTANDER,2.0,2.0
ATLETICO MADRID,VALLADOLID,2.0,1.0
VALENCIA,MURCIA,2.0,0.0
VALLADOLID,BARCELONA,1.0,3.0
MALAGA,ATLETICO MADRID,3.0,1.0
CELTA VIGO,SEVILLA,0.0,0.0
BETIS,MALLORCA,0.0,2.0
ESPANYOL,ALBACETE,1.0,1.0
RACING SANTANDER,ATHLETIC BILBAO,1.0,2.0
VILLARREAL,DEPORTIVO LA CORUNA,0.0,2.0
REAL SOCIEDAD,MURCIA,2.0,0.0
ZARAGOZA,VALENCIA,0.0,1.0
REAL MADRID,OSASUNA,0.0,3.0
BETIS,BARCELONA,1.0,1.0
DEPORTIVO LA CORUNA,VALLADOLID,1.0,1.0
ATHLETIC BILBAO,ZARAGOZA,4.0,0.0
ATLETICO MADRID,REAL MADRID,1.0,2.0
ALBACETE,CELTA VIGO,0.0,2.0
SEVILLA,RACING SANTANDER,5.0,2.0
OSASUNA,ESPANYOL,1.0,3.0
MURCIA,BETIS,0.0,1.0
MALLORCA,VILLARREAL,1.0,2.0
VALENCIA,REAL SOCIEDAD,2.0,2.0
BARCELONA,MALAGA,3.0,0.0
ESPANYOL,ATLETICO MADRID,3.0,1.0
MALAGA,DEPORTIVO LA CORUNA,1.0,1.0
VILLARREAL,MURCIA,1.0,0.0
VALLADOLID,MALLORCA,1.0,3.0
ZARAGOZA,SEVILLA,4.0,4.0
CELTA VIGO,OSASUNA,1.0,0.0
BETIS,REAL SOCIEDAD,2.0,1.0
RACING SANTANDER,ALBACETE,0.0,2.0
REAL MADRID,BARCELONA,1.0,2.0
ATHLETIC BILBAO,VALENCIA,1.0,1.0
ATLETICO MADRID,CELTA VIGO,3.0,2.0
DEPORTIVO LA CORUNA,REAL MADRID,2.0,0.0
ALBACETE,ZARAGOZA,3.0,1.0
REAL SOCIEDAD,VILLARREAL,2.0,2.0
MURCIA,VALLADOLID,2.0,1.0
MALLORCA,MALAGA,2.0,1.0
SEVILLA,ATHLETIC BILBAO,2.0,0.0
OSASUNA,RACING SANTANDER,1.0,2.0
VALENCIA,BETIS,2.0,0.0
BARCELONA,ESPANYOL,4.0,1.0
CELTA VIGO,BARCELONA,1.0,0.0
REAL MADRID,MALLORCA,2.0,3.0
ESPANYOL,DEPORTIVO LA CORUNA,2.0,0.0
ATHLETIC BILBAO,ALBACETE,1.0,1.0
VILLARREAL,BETIS,1.0,0.0
MALAGA,MURCIA,1.0,0.0
VALLADOLID,REAL SOCIEDAD,2.0,2.0
ZARAGOZA,OSASUNA,1.0,0.0
SEVILLA,VALENCIA,0.0,2.0
RACING SANTANDER,ATLETICO MADRID,2.0,2.0
VILLARREAL,VALENCIA,2.0,1.0
BETIS,VALLADOLID,1.0,0.0
DEPORTIVO LA CORUNA,CELTA VIGO,3.0,0.0
ALBACETE,SEVILLA,1.0,4.0
REAL SOCIEDAD,MALAGA,1.0,1.0
OSASUNA,ATHLETIC BILBAO,1.0,2.0
MALLORCA,ESPANYOL,4.0,2.0
ATLETICO MADRID,ZARAGOZA,1.0,2.0
BARCELONA,RACING SANTANDER,1.0,0.0
MURCIA,REAL MADRID,2.0,1.0
RACING SANTANDER,DEPORTIVO LA CORUNA,0.0,1.0
MALAGA,BETIS,2.0,3.0
REAL MADRID,REAL SOCIEDAD,1.0,4.0
ESPANYOL,MURCIA,2.0,0.0
ATHLETIC BILBAO,ATLETICO MADRID,3.0,4.0
VALLADOLID,VILLARREAL,3.0,0.0
SEVILLA,OSASUNA,1.0,0.0
ZARAGOZA,BARCELONA,2.0,1.0
CELTA VIGO,MALLORCA,1.0,2.0
VALENCIA,ALBACETE,0.0,1.0
ATLETICO MADRID,MALAGA,2.0,0.0
NUMANCIA,BETIS,1.0,1.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,1.0
OSASUNA,ATHLETIC BILBAO,1.0,1.0
MALLORCA,REAL MADRID,0.0,1.0
REAL SOCIEDAD,LEVANTE,1.0,1.0
ZARAGOZA,GETAFE,3.0,1.0
SEVILLA,ALBACETE,1.0,0.0
RACING SANTANDER,BARCELONA,0.0,2.0
VALENCIA,VILLARREAL,2.0,1.0
ATHLETIC BILBAO,VALENCIA,2.0,2.0
REAL MADRID,NUMANCIA,1.0,0.0
BARCELONA,SEVILLA,2.0,0.0
DEPORTIVO LA CORUNA,OSASUNA,1.0,3.0
BETIS,ESPANYOL,1.0,4.0
GETAFE,MALLORCA,1.0,2.0
LEVANTE,RACING SANTANDER,3.0,1.0
MALAGA,ZARAGOZA,0.0,0.0
VILLARREAL,REAL SOCIEDAD,0.0,0.0
ALBACETE,ATLETICO MADRID,0.0,2.0
OSASUNA,BETIS,3.0,2.0
ESPANYOL,REAL MADRID,1.0,0.0
VALENCIA,REAL SOCIEDAD,3.0,1.0
NUMANCIA,GETAFE,1.0,0.0
RACING SANTANDER,VILLARREAL,1.0,1.0
MALLORCA,MALAGA,1.0,2.0
SEVILLA,LEVANTE,3.0,0.0
ZARAGOZA,ALBACETE,4.0,3.0
ATLETICO MADRID,BARCELONA,1.0,1.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,1.0,2.0
REAL MADRID,OSASUNA,1.0,0.0
ALBACETE,MALLORCA,0.0,0.0
LEVANTE,ATLETICO MADRID,1.0,0.0
MALAGA,NUMANCIA,4.0,1.0
BETIS,ATHLETIC BILBAO,2.0,1.0
GETAFE,ESPANYOL,1.0,0.0
REAL SOCIEDAD,RACING SANTANDER,0.0,1.0
VILLARREAL,SEVILLA,0.0,0.0
DEPORTIVO LA CORUNA,VALENCIA,1.0,5.0
BARCELONA,ZARAGOZA,4.0,1.0
ATLETICO MADRID,VILLARREAL,1.0,0.0
ATHLETIC BILBAO,REAL MADRID,2.0,1.0
DEPORTIVO LA CORUNA,BETIS,1.0,1.0
ZARAGOZA,LEVANTE,4.0,3.0
VALENCIA,RACING SANTANDER,2.0,0.0
OSASUNA,GETAFE,2.0,1.0
ESPANYOL,MALAGA,1.0,0.0
NUMANCIA,ALBACETE,0.0,0.0
MALLORCA,BARCELONA,1.0,3.0
SEVILLA,REAL SOCIEDAD,2.0,1.0
BETIS,VALENCIA,1.0,1.0
REAL SOCIEDAD,ATLETICO MADRID,1.0,0.0
RACING SANTANDER,SEVILLA,0.0,0.0
VILLARREAL,ZARAGOZA,2.0,0.0
ALBACETE,ESPANYOL,1.0,0.0
GETAFE,ATHLETIC BILBAO,3.0,1.0
LEVANTE,MALLORCA,2.0,0.0
MALAGA,OSASUNA,2.0,0.0
BARCELONA,NUMANCIA,1.0,0.0
REAL MADRID,DEPORTIVO LA CORUNA,0.0,1.0
DEPORTIVO LA CORUNA,GETAFE,2.0,1.0
BETIS,REAL MADRID,1.0,1.0
ESPANYOL,BARCELONA,0.0,1.0
ZARAGOZA,REAL SOCIEDAD,2.0,1.0
MALLORCA,VILLARREAL,1.0,1.0
NUMANCIA,LEVANTE,1.0,3.0
ATHLETIC BILBAO,MALAGA,1.0,0.0
OSASUNA,ALBACETE,3.0,2.0
ATLETICO MADRID,RACING SANTANDER,1.0,0.0
VALENCIA,SEVILLA,1.0,2.0
MALAGA,DEPORTIVO LA CORUNA,1.0,1.0
REAL MADRID,VALENCIA,1.0,0.0
ALBACETE,ATHLETIC BILBAO,1.0,0.0
VILLARREAL,NUMANCIA,4.0,0.0
REAL SOCIEDAD,MALLORCA,2.0,1.0
RACING SANTANDER,ZARAGOZA,1.0,0.0
GETAFE,BETIS,0.0,2.0
LEVANTE,ESPANYOL,0.0,2.0
SEVILLA,ATLETICO MADRID,2.0,1.0
BARCELONA,OSASUNA,3.0,0.0
ATHLETIC BILBAO,BARCELONA,1.0,1.0
VALENCIA,ATLETICO MADRID,1.0,1.0
ZARAGOZA,SEVILLA,3.0,0.0
DEPORTIVO LA CORUNA,ALBACETE,0.0,0.0
MALLORCA,RACING SANTANDER,1.0,2.0
NUMANCIA,REAL SOCIEDAD,0.0,2.0
OSASUNA,LEVANTE,0.0,1.0
ESPANYOL,VILLARREAL,0.0,0.0
REAL MADRID,GETAFE,2.0,0.0
BETIS,MALAGA,1.0,1.0
BARCELONA,DEPORTIVO LA CORUNA,2.0,1.0
ALBACETE,BETIS,0.0,0.0
GETAFE,VALENCIA,1.0,0.0
SEVILLA,MALLORCA,1.0,1.0
REAL SOCIEDAD,ESPANYOL,0.0,2.0
VILLARREAL,OSASUNA,3.0,0.0
LEVANTE,ATHLETIC BILBAO,1.0,0.0
RACING SANTANDER,NUMANCIA,2.0,0.0
MALAGA,REAL MADRID,0.0,2.0
ATLETICO MADRID,ZARAGOZA,1.0,1.0
OSASUNA,REAL SOCIEDAD,1.0,0.0
VALENCIA,ZARAGOZA,0.0,0.0
NUMANCIA,SEVILLA,2.0,1.0
ESPANYOL,RACING SANTANDER,2.0,1.0
GETAFE,MALAGA,1.0,0.0
ATHLETIC BILBAO,VILLARREAL,2.0,1.0
DEPORTIVO LA CORUNA,LEVANTE,1.0,0.0
MALLORCA,ATLETICO MADRID,1.0,1.0
REAL MADRID,ALBACETE,6.0,1.0
BETIS,BARCELONA,2.0,1.0
MALAGA,VALENCIA,0.0,2.0
VILLARREAL,DEPORTIVO LA CORUNA,0.0,2.0
BARCELONA,REAL MADRID,3.0,0.0
LEVANTE,BETIS,1.0,2.0
RACING SANTANDER,OSASUNA,1.0,1.0
ALBACETE,GETAFE,1.0,1.0
ZARAGOZA,MALLORCA,0.0,1.0
SEVILLA,ESPANYOL,1.0,0.0
ATLETICO MADRID,NUMANCIA,2.0,0.0
REAL SOCIEDAD,ATHLETIC BILBAO,3.0,2.0
ATHLETIC BILBAO,RACING SANTANDER,3.0,0.0
GETAFE,BARCELONA,1.0,2.0
ESPANYOL,ATLETICO MADRID,2.0,1.0
OSASUNA,SEVILLA,4.0,1.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,2.0,2.0
MALAGA,ALBACETE,0.0,2.0
NUMANCIA,ZARAGOZA,2.0,1.0
BETIS,VILLARREAL,2.0,1.0
REAL MADRID,LEVANTE,5.0,0.0
VALENCIA,MALLORCA,2.0,0.0
ALBACETE,VALENCIA,0.0,1.0
BARCELONA,MALAGA,4.0,0.0
REAL SOCIEDAD,BETIS,1.0,0.0
MALLORCA,NUMANCIA,3.0,2.0
RACING SANTANDER,DEPORTIVO LA CORUNA,2.0,2.0
SEVILLA,ATHLETIC BILBAO,2.0,0.0
LEVANTE,GETAFE,0.0,0.0
ZARAGOZA,ESPANYOL,0.0,1.0
VILLARREAL,REAL MADRID,0.0,0.0
ATLETICO MADRID,OSASUNA,3.0,2.0
ALBACETE,BARCELONA,1.0,2.0
ATHLETIC BILBAO,ATLETICO MADRID,1.0,0.0
DEPORTIVO LA CORUNA,SEVILLA,2.0,2.0
MALAGA,LEVANTE,1.0,0.0
BETIS,RACING SANTANDER,2.0,1.0
GETAFE,VILLARREAL,1.0,2.0
VALENCIA,NUMANCIA,1.0,0.0
OSASUNA,ZARAGOZA,2.0,2.0
ESPANYOL,MALLORCA,2.0,1.0
LEVANTE,ALBACETE,1.0,1.0
RACING SANTANDER,REAL MADRID,2.0,3.0
BARCELONA,VALENCIA,1.0,1.0
REAL SOCIEDAD,GETAFE,1.0,1.0
VILLARREAL,MALAGA,3.0,0.0
ZARAGOZA,ATHLETIC BILBAO,0.0,2.0
MALLORCA,OSASUNA,1.0,2.0
NUMANCIA,ESPANYOL,0.0,0.0
SEVILLA,BETIS,2.0,1.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,1.0,0.0
BARCELONA,LEVANTE,2.0,1.0
BETIS,ATLETICO MADRID,1.0,0.0
OSASUNA,NUMANCIA,2.0,0.0
VALENCIA,ESPANYOL,3.0,0.0
GETAFE,RACING SANTANDER,2.0,0.0
DEPORTIVO LA CORUNA,ZARAGOZA,2.0,3.0
MALAGA,REAL SOCIEDAD,1.0,5.0
ALBACETE,VILLARREAL,2.0,2.0
ATHLETIC BILBAO,MALLORCA,4.0,0.0
REAL MADRID,SEVILLA,0.0,1.0
REAL MADRID,REAL SOCIEDAD,2.0,1.0
SEVILLA,GETAFE,0.0,0.0
NUMANCIA,ATHLETIC BILBAO,1.0,1.0
VALENCIA,LEVANTE,2.0,1.0
ZARAGOZA,BETIS,1.0,0.0
REAL SOCIEDAD,ALBACETE,0.0,2.0
ESPANYOL,OSASUNA,4.0,1.0
MALLORCA,DEPORTIVO LA CORUNA,2.0,2.0
RACING SANTANDER,MALAGA,2.0,1.0
ATLETICO MADRID,REAL MADRID,0.0,3.0
VILLARREAL,BARCELONA,3.0,0.0
GETAFE,ATLETICO MADRID,1.0,1.0
MALAGA,SEVILLA,1.0,0.0
LEVANTE,VILLARREAL,2.0,4.0
BETIS,MALLORCA,2.0,0.0
DEPORTIVO LA CORUNA,NUMANCIA,1.0,1.0
ALBACETE,RACING SANTANDER,0.0,0.0
ATHLETIC BILBAO,ESPANYOL,1.0,1.0
OSASUNA,VALENCIA,0.0,0.0
BARCELONA,REAL SOCIEDAD,1.0,0.0
REAL MADRID,ZARAGOZA,3.0,1.0
BARCELONA,RACING SANTANDER,3.0,0.0
ATHLETIC BILBAO,OSASUNA,4.0,3.0
ALBACETE,SEVILLA,0.0,2.0
VILLARREAL,VALENCIA,3.0,1.0
BETIS,NUMANCIA,4.0,0.0
GETAFE,ZARAGOZA,3.0,0.0
DEPORTIVO LA CORUNA,ESPANYOL,4.0,1.0
LEVANTE,REAL SOCIEDAD,2.0,1.0
MALAGA,ATLETICO MADRID,1.0,0.0
REAL MADRID,MALLORCA,3.0,1.0
ATLETICO MADRID,ALBACETE,3.0,1.0
SEVILLA,BARCELONA,0.0,4.0
REAL SOCIEDAD,VILLARREAL,0.0,4.0
ZARAGOZA,MALAGA,1.0,0.0
OSASUNA,DEPORTIVO LA CORUNA,1.0,1.0
RACING SANTANDER,LEVANTE,2.0,2.0
ESPANYOL,BETIS,2.0,2.0
MALLORCA,GETAFE,3.0,1.0
NUMANCIA,REAL MADRID,1.0,2.0
VALENCIA,ATHLETIC BILBAO,2.0,2.0
REAL SOCIEDAD,VALENCIA,3.0,3.0
REAL MADRID,ESPANYOL,4.0,0.0
BETIS,OSASUNA,3.0,1.0
GETAFE,NUMANCIA,1.0,0.0
ALBACETE,ZARAGOZA,2.0,1.0
VILLARREAL,RACING SANTANDER,2.0,1.0
LEVANTE,SEVILLA,0.0,3.0
MALAGA,MALLORCA,0.0,0.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,1.0,1.0
BARCELONA,ATLETICO MADRID,0.0,2.0
ZARAGOZA,BARCELONA,1.0,4.0
VALENCIA,DEPORTIVO LA CORUNA,1.0,2.0
SEVILLA,VILLARREAL,2.0,1.0
RACING SANTANDER,REAL SOCIEDAD,1.0,3.0
ESPANYOL,GETAFE,2.0,0.0
MALLORCA,ALBACETE,2.0,1.0
NUMANCIA,MALAGA,0.0,1.0
ATLETICO MADRID,LEVANTE,0.0,0.0
OSASUNA,REAL MADRID,1.0,2.0
ATHLETIC BILBAO,BETIS,4.0,4.0
REAL MADRID,ATHLETIC BILBAO,0.0,2.0
BARCELONA,MALLORCA,2.0,0.0
REAL SOCIEDAD,SEVILLA,1.0,0.0
GETAFE,OSASUNA,0.0,0.0
LEVANTE,ZARAGOZA,0.0,0.0
MALAGA,ESPANYOL,3.0,2.0
ALBACETE,NUMANCIA,1.0,2.0
BETIS,DEPORTIVO LA CORUNA,2.0,0.0
RACING SANTANDER,VALENCIA,1.0,0.0
VILLARREAL,ATLETICO MADRID,3.0,2.0
MALLORCA,LEVANTE,1.0,2.0
ESPANYOL,ALBACETE,2.0,1.0
NUMANCIA,BARCELONA,1.0,1.0
DEPORTIVO LA CORUNA,REAL MADRID,2.0,0.0
SEVILLA,RACING SANTANDER,2.0,2.0
ZARAGOZA,VILLARREAL,1.0,0.0
OSASUNA,MALAGA,1.0,6.0
ATLETICO MADRID,REAL SOCIEDAD,1.0,0.0
VALENCIA,BETIS,2.0,1.0
BARCELONA,ESPANYOL,0.0,0.0
ALBACETE,OSASUNA,1.0,1.0
RACING SANTANDER,ATLETICO MADRID,2.0,1.0
GETAFE,DEPORTIVO LA CORUNA,1.0,1.0
LEVANTE,NUMANCIA,1.0,1.0
MALAGA,ATHLETIC BILBAO,1.0,0.0
VILLARREAL,MALLORCA,2.0,1.0
SEVILLA,VALENCIA,2.0,2.0
REAL SOCIEDAD,ZARAGOZA,2.0,1.0
REAL MADRID,BETIS,3.0,1.0
OSASUNA,BARCELONA,0.0,1.0
VALENCIA,REAL MADRID,1.0,1.0
ATLETICO MADRID,SEVILLA,3.0,0.0
ZARAGOZA,RACING SANTANDER,1.0,0.0
ESPANYOL,LEVANTE,2.0,1.0
MALLORCA,REAL SOCIEDAD,3.0,2.0
NUMANCIA,VILLARREAL,1.0,1.0
BETIS,GETAFE,2.0,2.0
ATHLETIC BILBAO,ALBACETE,3.0,1.0
DEPORTIVO LA CORUNA,MALAGA,1.0,0.0
BARCELONA,ATHLETIC BILBAO,2.0,0.0
MALAGA,BETIS,1.0,2.0
SEVILLA,ZARAGOZA,0.0,1.0
REAL SOCIEDAD,NUMANCIA,2.0,1.0
VILLARREAL,ESPANYOL,4.0,1.0
LEVANTE,OSASUNA,4.0,0.0
RACING SANTANDER,MALLORCA,3.0,0.0
ALBACETE,DEPORTIVO LA CORUNA,0.0,1.0
GETAFE,REAL MADRID,2.0,1.0
ATLETICO MADRID,VALENCIA,1.0,0.0
ATHLETIC BILBAO,GETAFE,1.0,2.0
BETIS,ALBACETE,2.0,1.0
ESPANYOL,REAL SOCIEDAD,2.0,2.0
DEPORTIVO LA CORUNA,BARCELONA,0.0,1.0
VALENCIA,GETAFE,3.0,1.0
NUMANCIA,RACING SANTANDER,2.0,3.0
MALLORCA,SEVILLA,0.0,1.0
ATHLETIC BILBAO,LEVANTE,3.0,1.0
REAL MADRID,MALAGA,1.0,0.0
ZARAGOZA,ATLETICO MADRID,0.0,0.0
REAL SOCIEDAD,OSASUNA,2.0,0.0
ZARAGOZA,VALENCIA,2.0,2.0
VILLARREAL,ATHLETIC BILBAO,3.0,1.0
SEVILLA,NUMANCIA,1.0,0.0
BARCELONA,BETIS,3.0,3.0
LEVANTE,DEPORTIVO LA CORUNA,0.0,1.0
MALAGA,GETAFE,1.0,1.0
RACING SANTANDER,ESPANYOL,1.0,3.0
ATLETICO MADRID,MALLORCA,4.0,0.0
ALBACETE,REAL MADRID,1.0,2.0
NUMANCIA,ATLETICO MADRID,1.0,0.0
ATHLETIC BILBAO,REAL SOCIEDAD,3.0,0.0
OSASUNA,RACING SANTANDER,1.0,0.0
VALENCIA,MALAGA,2.0,2.0
GETAFE,ALBACETE,1.0,0.0
MALLORCA,ZARAGOZA,0.0,2.0
BETIS,LEVANTE,2.0,2.0
ESPANYOL,SEVILLA,1.0,3.0
REAL MADRID,BARCELONA,4.0,2.0
DEPORTIVO LA CORUNA,VILLARREAL,1.0,1.0
ATLETICO MADRID,ESPANYOL,0.0,0.0
SEVILLA,OSASUNA,0.0,1.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,0.0
ALBACETE,MALAGA,1.0,2.0
VILLARREAL,BETIS,0.0,0.0
ZARAGOZA,NUMANCIA,4.0,1.0
MALLORCA,VALENCIA,0.0,0.0
RACING SANTANDER,ATHLETIC BILBAO,0.0,2.0
LEVANTE,REAL MADRID,0.0,2.0
BARCELONA,GETAFE,2.0,0.0
OSASUNA,ATLETICO MADRID,1.0,0.0
REAL MADRID,VILLARREAL,2.0,1.0
VALENCIA,ALBACETE,2.0,0.0
NUMANCIA,MALLORCA,1.0,2.0
BETIS,REAL SOCIEDAD,2.0,3.0
ESPANYOL,ZARAGOZA,3.0,1.0
GETAFE,LEVANTE,1.0,0.0
DEPORTIVO LA CORUNA,RACING SANTANDER,1.0,4.0
MALAGA,BARCELONA,0.0,4.0
ATHLETIC BILBAO,SEVILLA,1.0,3.0
OSASUNA,VILLARREAL,3.0,2.0
NUMANCIA,VALENCIA,1.0,1.0
ATLETICO MADRID,ATHLETIC BILBAO,1.0,1.0
REAL SOCIEDAD,REAL MADRID,0.0,2.0
LEVANTE,MALAGA,0.0,1.0
MALLORCA,ESPANYOL,3.0,2.0
RACING SANTANDER,BETIS,1.0,1.0
VILLARREAL,GETAFE,4.0,0.0
ZARAGOZA,OSASUNA,5.0,1.0
BARCELONA,ALBACETE,2.0,0.0
SEVILLA,DEPORTIVO LA CORUNA,2.0,0.0
